geo_hash, rel_nfnv_prod_count,fnv_prod_count,prod_count,stores_count,sub_cat_count
tdr0uqr,248,137,3151,1,206
tdr0uqs,248,137,3151,1,206
tdr0uqt,248,137,3151,1,206
tdr0uqu,248,137,3151,1,206
tdr0uqv,248,137,3151,1,206
tdr0uqw,248,137,3151,1,206
tdr0uqx,248,137,3151,1,206
tdr0uqy,248,137,3151,1,206
tdr0uqz,248,137,3151,1,206
tdr0ur0,248,137,3151,1,206
tdr0ur1,248,137,3151,1,206
tdr0ur2,248,137,3151,1,206
tdr0ur3,248,137,3151,1,206
tdr0ur4,248,137,3151,1,206
tdr0ur5,248,137,3151,1,206
tdr0ur6,248,137,3151,1,206
tdr0ur7,248,137,3151,1,206
tdr0ur8,248,137,3151,1,206
tdr0ur9,248,137,3151,1,206
tdr0urb,248,137,3151,1,206
tdr0urc,248,137,3151,1,206
tdr0urd,248,137,3151,1,206
tdr0ure,248,137,3151,1,206
tdr0urf,248,137,3151,1,206
tdr0urg,248,137,3151,1,206
tdr0urh,248,137,3151,1,206
tdr0urj,248,137,3151,1,206
tdr0urk,248,137,3151,1,206
tdr0urm,248,137,3151,1,206
tdr0urn,248,137,3151,1,206
tdr0urp,317,166,2853,1,212
tdr0urq,317,166,2853,1,212
tdr0urr,317,166,2853,1,212
tdr0urs,248,137,3151,1,206
tdr0urt,248,137,3151,1,206
tdr0uru,248,137,3151,1,206
tdr0urv,317,166,2853,1,212
tdr0urw,317,166,2853,1,212
tdr0urx,317,166,2853,1,212
tdr0ury,317,166,2853,1,212
tdr0urz,317,166,2853,1,212
tdr0utb,248,137,3151,1,206
tdr0utc,248,137,3151,1,206
tdr0utf,248,137,3151,1,206
tdr0utg,248,137,3151,1,206
tdr0utu,248,137,3151,1,206
tdr0utv,248,137,3151,1,206
tdr0uty,317,166,2853,1,212
tdr0utz,317,166,2853,1,212
tdr0uv6,317,166,2853,1,212
tdr0uv7,317,166,2853,1,212
tdr0uv8,317,166,2853,1,212
tdr0uv9,317,166,2853,1,212
tdr0uvb,317,166,2853,1,212
tdr0uvc,317,166,2853,1,212
tdr0uvd,317,166,2853,1,212
tdr0uve,317,166,2853,1,212
tdr0uvf,317,166,2853,1,212
tdr0uvg,317,166,2853,1,212
tdr0uvh,317,166,2853,1,212
tdr0uvj,317,166,2853,1,212
tdr0uvk,317,166,2853,1,212
tdr0uvm,317,166,2853,1,212
tdr0uvn,317,166,2853,1,212
tdr0uvp,317,166,2853,1,212
tdr0uvq,317,166,2853,1,212
tdr0uvr,317,166,2853,1,212
tdr0uvs,317,166,2853,1,212
tdr0uvt,317,166,2853,1,212
tdr0uvu,317,166,2853,1,212
tdr0uvv,317,166,2853,1,212
tdr0uvw,317,166,2853,1,212
tdr0uvx,317,166,2853,1,212
tdr0uvy,317,166,2853,1,212
tdr0uvz,317,166,2853,1,212
tdr0uw0,248,137,3151,1,206
tdr0uw1,248,137,3151,1,206
tdr0uw2,248,137,3151,1,206
tdr0uw3,248,137,3151,1,206
tdr0uw4,248,137,3151,1,206
tdr0uw5,248,137,3151,1,206
tdr0uw6,248,137,3151,1,206
tdr0uw7,317,166,2853,1,212
tdr0uw8,248,137,3151,1,206
tdr0uw9,248,137,3151,1,206
tdr0uwb,248,137,3151,1,206
tdr0uwc,317,166,2853,1,212
tdr0uwd,317,166,2853,1,212
tdr0uwe,317,166,2853,1,212
tdr0uwf,317,166,2853,1,212
tdr0uwg,317,166,2853,1,212
tdr0uwh,317,166,2853,1,212
tdr0uwj,317,166,2853,1,212
tdr0uwk,317,166,2853,1,212
tdr0uwm,317,166,2853,1,212
tdr0uwn,317,166,2853,1,212
tdr0uwp,317,166,2853,1,212
tdr0uwq,317,166,2853,1,212
tdr0uwr,317,166,2853,1,212
tdr0uws,317,166,2853,1,212
tdr0uwt,317,166,2853,1,212
tdr0uwu,317,166,2853,1,212
tdr0uwv,317,166,2853,1,212
tdr0uww,317,166,2853,1,212
tdr0uwx,317,166,2853,1,212
tdr0uwy,317,166,2853,1,212
tdr0uwz,317,166,2853,1,212
tdr0ux0,317,166,2853,1,212
tdr0ux1,317,166,2853,1,212
tdr0ux2,317,166,2853,1,212
tdr0ux3,317,166,2853,1,212
tdr0ux4,317,166,2853,1,212
tdr0ux5,317,166,2853,1,212
tdr0ux6,317,166,2853,1,212
tdr0ux7,317,166,2853,1,212
tdr0ux8,317,166,2853,1,212
tdr0ux9,317,166,2853,1,212
tdr0uxb,317,166,2853,1,212
tdr0uxc,317,166,2853,1,212
tdr0uxd,317,166,2853,1,212
tdr0uxe,317,166,2853,1,212
tdr0uxf,317,166,2853,1,212
tdr0uxg,317,166,2853,1,212
tdr0uxh,317,166,2853,1,212
tdr0uxj,317,166,2853,1,212
tdr0uxk,317,166,2853,1,212
tdr0uxm,317,166,2853,1,212
tdr0uxn,317,166,2853,1,212
tdr0uxp,317,166,2853,1,212
tdr0uxq,317,166,2853,1,212
tdr0uxr,317,166,2853,1,212
tdr0uxs,317,166,2853,1,212
tdr0uxt,317,166,2853,1,212
tdr0uxu,317,166,2853,1,212
tdr0uxv,317,166,2853,1,212
tdr0uxw,317,166,2853,1,212
tdr0uxx,317,166,2853,1,212
tdr0uxy,317,166,2853,1,212
tdr0uxz,317,166,2853,1,212
tdr0uy0,317,166,2853,1,212
tdr0uy1,317,166,2853,1,212
tdr0uy2,317,166,2853,1,212
tdr0uy3,317,166,2853,1,212
tdr0uy4,317,166,2853,1,212
tdr0uy5,317,166,2853,1,212
tdr0uy6,317,166,2853,1,212
tdr0uy7,317,166,2853,1,212
tdr0uy8,317,166,2853,1,212
tdr0uy9,317,166,2853,1,212
tdr0uyb,317,166,2853,1,212
tdr0uyc,317,166,2853,1,212
tdr0uyd,317,166,2853,1,212
tdr0uye,317,166,2853,1,212
tdr0uyf,317,166,2853,1,212
tdr0uyg,317,166,2853,1,212
tdr0uyh,317,166,2853,1,212
tdr0uyj,317,166,2853,1,212
tdr0uyk,317,166,2853,1,212
tdr0uym,317,166,2853,1,212
tdr0uyn,317,166,2853,1,212
tdr0uyp,317,166,2853,1,212
tdr0uyq,317,166,2853,1,212
tdr0uyr,317,166,2853,1,212
tdr0uys,317,166,2853,1,212
tdr0uyt,317,166,2853,1,212
tdr0uyu,317,166,2853,1,212
tdr0uyv,317,166,2853,1,212
tdr0uyw,317,166,2853,1,212
tdr0uyx,317,166,2853,1,212
tdr0uyy,317,166,2853,1,212
tdr0uyz,317,166,2853,1,212
tdr0uz0,317,166,2853,1,212
tdr0uz1,317,166,2853,1,212
tdr0uz2,317,166,2853,1,212
tdr0uz3,317,166,2853,1,212
tdr0uz4,317,166,2853,1,212
tdr0uz5,317,166,2853,1,212
tdr0uz6,317,166,2853,1,212
tdr0uz7,317,166,2853,1,212
tdr0uz8,317,166,2853,1,212
tdr0uz9,317,166,2853,1,212
tdr0uzb,317,166,2853,1,212
tdr0uzc,317,166,2853,1,212
tdr0uzd,317,166,2853,1,212
tdr0uze,317,166,2853,1,212
tdr0uzf,317,166,2853,1,212
tdr0uzg,317,166,2853,1,212
tdr0uzh,317,166,2853,1,212
tdr0uzj,317,166,2853,1,212
tdr0uzk,317,166,2853,1,212
tdr0uzm,317,166,2853,1,212
tdr0uzn,317,166,2853,1,212
tdr0uzp,317,166,2853,1,212
tdr0uzq,317,166,2853,1,212
tdr0uzr,317,166,2853,1,212
tdr0uzs,317,166,2853,1,212
tdr0uzt,317,166,2853,1,212
tdr0uzu,317,166,2853,1,212
tdr0uzv,317,166,2853,1,212
tdr0uzw,317,166,2853,1,212
tdr0uzx,317,166,2853,1,212
tdr0uzy,317,166,2853,1,212
tdr0uzz,317,166,2853,1,212
tdr0vj0,317,166,2853,1,212
tdr0vj1,317,166,2853,1,212
tdr0vj2,317,166,2853,1,212
tdr0vj3,317,166,2853,1,212
tdr0vj4,317,166,2853,1,212
tdr0vj5,317,166,2853,1,212
tdr0vj6,317,166,2853,1,212
tdr0vj7,317,166,2853,1,212
tdr0vj8,317,166,2853,1,212
tdr0vj9,317,166,2853,1,212
tdr0vjb,317,166,2853,1,212
tdr0vjc,317,166,2853,1,212
tdr0vjd,317,166,2853,1,212
tdr0vje,317,166,2853,1,212
tdr0vjf,317,166,2853,1,212
tdr0vjg,317,166,2853,1,212
tdr0vjh,317,166,2853,1,212
tdr0vjj,317,166,2853,1,212
tdr0vjk,317,166,2853,1,212
tdr0vjm,317,166,2853,1,212
tdr0vjn,317,166,2853,1,212
tdr0vjp,317,166,2853,1,212
tdr0vjq,317,166,2853,1,212
tdr0vjr,317,166,2853,1,212
tdr0vjs,317,166,2853,1,212
tdr0vjt,317,166,2853,1,212
tdr0vju,317,166,2853,1,212
tdr0vjv,317,166,2853,1,212
tdr0vjw,317,166,2853,1,212
tdr0vjx,317,166,2853,1,212
tdr0vjy,317,166,2853,1,212
tdr0vjz,317,166,2853,1,212
tdr0vm0,317,166,2853,1,212
tdr0vm1,317,166,2853,1,212
tdr0vm2,317,166,2853,1,212
tdr0vm3,317,166,2853,1,212
tdr0vm4,317,166,2853,1,212
tdr0vm5,317,166,2853,1,212
tdr0vm6,317,166,2853,1,212
tdr0vm7,317,166,2853,1,212
tdr0vm8,317,166,2853,1,212
tdr0vm9,317,166,2853,1,212
tdr0vmb,317,166,2853,1,212
tdr0vmc,317,166,2853,1,212
tdr0vmd,317,166,2853,1,212
tdr0vme,317,166,2853,1,212
tdr0vmf,317,166,2853,1,212
tdr0vmg,317,166,2853,1,212
tdr0vmh,317,166,2853,1,212
tdr0vmj,317,166,2853,1,212
tdr0vmk,317,166,2853,1,212
tdr0vmm,317,166,2853,1,212
tdr0vmn,317,166,2853,1,212
tdr0vmp,317,166,2853,1,212
tdr0vmq,317,166,2853,1,212
tdr0vmr,317,166,2853,1,212
tdr0vms,317,166,2853,1,212
tdr0vmt,317,166,2853,1,212
tdr0vmu,317,166,2853,1,212
tdr0vmv,317,166,2853,1,212
tdr0vmw,317,166,2853,1,212
tdr0vmx,317,166,2853,1,212
tdr0vmy,317,166,2853,1,212
tdr0vmz,317,166,2853,1,212
tdr0vn0,317,166,2853,1,212
tdr0vn1,317,166,2853,1,212
tdr0vn2,317,166,2853,1,212
tdr0vn3,317,166,2853,1,212
tdr0vn4,317,166,2853,1,212
tdr0vn5,317,166,2853,1,212
tdr0vn6,317,166,2853,1,212
tdr0vn7,317,166,2853,1,212
tdr0vn8,317,166,2853,1,212
tdr0vn9,317,166,2853,1,212
tdr0vnb,317,166,2853,1,212
tdr0vnc,317,166,2853,1,212
tdr0vnd,317,166,2853,1,212
tdr0vne,317,166,2853,1,212
tdr0vnf,317,166,2853,1,212
tdr0vng,317,166,2853,1,212
tdr0vnh,317,166,2853,1,212
tdr0vnj,317,166,2853,1,212
tdr0vnk,317,166,2853,1,212
tdr0vnm,317,166,2853,1,212
tdr0vnn,317,166,2853,1,212
tdr0vnp,317,166,2853,1,212
tdr0vnq,317,166,2853,1,212
tdr0vnr,317,166,2853,1,212
tdr0vns,317,166,2853,1,212
tdr0vnt,317,166,2853,1,212
tdr0vnu,317,166,2853,1,212
tdr0vnv,317,166,2853,1,212
tdr0vnw,317,166,2853,1,212
tdr0vnx,317,166,2853,1,212
tdr0vny,317,166,2853,1,212
tdr0vnz,317,166,2853,1,212
tdr0vp0,317,166,2853,1,212
tdr0vp1,317,166,2853,1,212
tdr0vp2,317,166,2853,1,212
tdr0vp3,317,166,2853,1,212
tdr0vp4,317,166,2853,1,212
tdr0vp5,317,166,2853,1,212
tdr0vp6,317,166,2853,1,212
tdr0vp7,317,166,2853,1,212
tdr0vp8,317,166,2853,1,212
tdr0vp9,317,166,2853,1,212
tdr0vpb,317,166,2853,1,212
tdr0vpc,317,166,2853,1,212
tdr0vpd,317,166,2853,1,212
tdr0vpe,421,166,4155,2,225
tdr0vpf,317,166,2853,1,212
tdr0vpg,421,166,4155,2,225
tdr0vph,317,166,2853,1,212
tdr0vpj,317,166,2853,1,212
tdr0vpk,317,166,2853,1,212
tdr0vpm,421,166,4155,2,225
tdr0vpn,317,166,2853,1,212
tdr0vpp,317,166,2853,1,212
tdr0vpq,421,166,4155,2,225
tdr0vpr,421,166,4155,2,225
tdr0vps,421,166,4155,2,225
tdr0vpt,421,166,4155,2,225
tdr0vpu,421,166,4155,2,225
tdr0vpv,421,166,4155,2,225
tdr0vpw,421,166,4155,2,225
tdr0vpx,421,166,4155,2,225
tdr0vpy,435,223,4932,2,228
tdr0vpz,435,223,4932,2,228
tdr0vq0,317,166,2853,1,212
tdr0vq1,317,166,2853,1,212
tdr0vq2,317,166,2853,1,212
tdr0vq3,317,166,2853,1,212
tdr0vq4,317,166,2853,1,212
tdr0vq5,317,166,2853,1,212
tdr0vq6,317,166,2853,1,212
tdr0vq7,317,166,2853,1,212
tdr0vq8,317,166,2853,1,212
tdr0vq9,317,166,2853,1,212
tdr0vqb,317,166,2853,1,212
tdr0vqc,317,166,2853,1,212
tdr0vqd,317,166,2853,1,212
tdr0vqe,317,166,2853,1,212
tdr0vqf,317,166,2853,1,212
tdr0vqg,317,166,2853,1,212
tdr0vqh,317,166,2853,1,212
tdr0vqj,317,166,2853,1,212
tdr0vqk,317,166,2853,1,212
tdr0vqm,317,166,2853,1,212
tdr0vqn,317,166,2853,1,212
tdr0vqp,317,166,2853,1,212
tdr0vqq,317,166,2853,1,212
tdr0vqr,317,166,2853,1,212
tdr0vqs,317,166,2853,1,212
tdr0vqt,317,166,2853,1,212
tdr0vqu,317,166,2853,1,212
tdr0vqv,317,166,2853,1,212
tdr0vqw,317,166,2853,1,212
tdr0vqx,317,166,2853,1,212
tdr0vqy,317,166,2853,1,212
tdr0vqz,317,166,2853,1,212
tdr0vr0,317,166,2853,1,212
tdr0vr1,317,166,2853,1,212
tdr0vr2,421,166,4155,2,225
tdr0vr3,421,166,4155,2,225
tdr0vr4,317,166,2853,1,212
tdr0vr5,317,166,2853,1,212
tdr0vr6,421,166,4155,2,225
tdr0vr7,421,166,4155,2,225
tdr0vr8,421,166,4155,2,225
tdr0vr9,421,166,4155,2,225
tdr0vrb,435,223,4932,2,228
tdr0vrc,435,223,4932,2,228
tdr0vrd,421,166,4155,2,225
tdr0vre,421,166,4155,2,225
tdr0vrf,421,166,4155,2,225
tdr0vrg,421,166,4155,2,225
tdr0vrh,317,166,2853,1,212
tdr0vrj,317,166,2853,1,212
tdr0vrk,421,166,4155,2,225
tdr0vrm,421,166,4155,2,225
tdr0vrn,317,166,2853,1,212
tdr0vrp,317,166,2853,1,212
tdr0vrq,421,166,4155,2,225
tdr0vrr,421,166,4155,2,225
tdr0vrs,421,166,4155,2,225
tdr0vrt,421,166,4155,2,225
tdr0vru,421,166,4155,2,225
tdr0vrv,421,166,4155,2,225
tdr0vrw,421,166,4155,2,225
tdr0vrx,421,166,4155,2,225
tdr0vry,421,166,4155,2,225
tdr0vrz,421,166,4155,2,225
tdr0vt0,317,166,2853,1,212
tdr0vt1,317,166,2853,1,212
tdr0vt2,317,166,2853,1,212
tdr0vt3,317,166,2853,1,212
tdr0vt4,317,166,2853,1,212
tdr0vt5,317,166,2853,1,212
tdr0vt6,317,166,2853,1,212
tdr0vt7,317,166,2853,1,212
tdr0vt8,317,166,2853,1,212
tdr0vt9,317,166,2853,1,212
tdr0vtb,317,166,2853,1,212
tdr0vtc,317,166,2853,1,212
tdr0vtd,317,166,2853,1,212
tdr0vte,317,166,2853,1,212
tdr0vtf,317,166,2853,1,212
tdr0vtg,317,166,2853,1,212
tdr0vth,317,166,2853,1,212
tdr0vtj,317,166,2853,1,212
tdr0vtk,317,166,2853,1,212
tdr0vtm,317,166,2853,1,212
tdr0vtn,317,166,2853,1,212
tdr0vtp,317,166,2853,1,212
tdr0vtq,317,166,2853,1,212
tdr0vtr,317,166,2853,1,212
tdr0vts,317,166,2853,1,212
tdr0vtt,317,166,2853,1,212
tdr0vtu,317,166,2853,1,212
tdr0vtv,317,166,2853,1,212
tdr0vtw,317,166,2853,1,212
tdr0vtx,317,166,2853,1,212
tdr0vty,317,166,2853,1,212
tdr0vtz,317,166,2853,1,212
tdr0vv0,317,166,2853,1,212
tdr0vv1,317,166,2853,1,212
tdr0vv2,317,166,2853,1,212
tdr0vv3,317,166,2853,1,212
tdr0vv4,317,166,2853,1,212
tdr0vv5,215,0,1995,1,182
tdr0vv6,317,166,2853,1,212
tdr0vv7,317,166,2853,1,212
tdr0vv8,317,166,2853,1,212
tdr0vv9,317,166,2853,1,212
tdr0vvb,317,166,2853,1,212
tdr0vvc,317,166,2853,1,212
tdr0vvd,317,166,2853,1,212
tdr0vve,317,166,2853,1,212
tdr0vvf,317,166,2853,1,212
tdr0vvg,317,166,2853,1,212
tdr0vvh,215,0,1995,1,182
tdr0vvj,215,0,1995,1,182
tdr0vvk,317,166,2853,1,212
tdr0vvm,317,166,2853,1,212
tdr0vvn,215,0,1995,1,182
tdr0vvp,215,0,1995,1,182
tdr0vvq,215,0,1995,1,182
tdr0vvr,215,0,1995,1,182
tdr0vvs,317,166,2853,1,212
tdr0vvt,317,166,2853,1,212
tdr0vvu,317,166,2853,1,212
tdr0vvv,317,166,2853,1,212
tdr0vvw,317,166,2853,1,212
tdr0vvx,215,0,1995,1,182
tdr0vvy,317,166,2853,1,212
tdr0vvz,317,166,2853,1,212
tdr0vw0,317,166,2853,1,212
tdr0vw1,317,166,2853,1,212
tdr0vw2,317,166,2853,1,212
tdr0vw3,317,166,2853,1,212
tdr0vw4,317,166,2853,1,212
tdr0vw5,317,166,2853,1,212
tdr0vw6,317,166,2853,1,212
tdr0vw7,317,166,2853,1,212
tdr0vw8,317,166,2853,1,212
tdr0vw9,317,166,2853,1,212
tdr0vwb,317,166,2853,1,212
tdr0vwc,317,166,2853,1,212
tdr0vwd,317,166,2853,1,212
tdr0vwe,317,166,2853,1,212
tdr0vwf,317,166,2853,1,212
tdr0vwg,317,166,2853,1,212
tdr0vwh,317,166,2853,1,212
tdr0vwj,317,166,2853,1,212
tdr0vwk,317,166,2853,1,212
tdr0vwm,317,166,2853,1,212
tdr0vwn,317,166,2853,1,212
tdr0vwp,317,166,2853,1,212
tdr0vwq,317,166,2853,1,212
tdr0vwr,317,166,2853,1,212
tdr0vws,317,166,2853,1,212
tdr0vwt,317,166,2853,1,212
tdr0vwu,317,166,2853,1,212
tdr0vwv,317,166,2853,1,212
tdr0vww,317,166,2853,1,212
tdr0vwx,317,166,2853,1,212
tdr0vwy,317,166,2853,1,212
tdr0vwz,317,166,2853,1,212
tdr0vx0,317,166,2853,1,212
tdr0vx1,317,166,2853,1,212
tdr0vx2,421,166,4155,2,225
tdr0vx3,421,166,4155,2,225
tdr0vx4,317,166,2853,1,212
tdr0vx5,317,166,2853,1,212
tdr0vx6,317,166,2853,1,212
tdr0vx7,317,166,2853,1,212
tdr0vx8,421,166,4155,2,225
tdr0vx9,421,166,4155,2,225
tdr0vxb,421,166,4155,2,225
tdr0vxc,421,166,4155,2,225
tdr0vxd,421,166,4155,2,225
tdr0vxe,421,166,4155,2,225
tdr0vxf,421,166,4155,2,225
tdr0vxg,421,166,4155,2,225
tdr0vxh,317,166,2853,1,212
tdr0vxj,317,166,2853,1,212
tdr0vxk,317,166,2853,1,212
tdr0vxm,421,166,4155,2,225
tdr0vxn,317,166,2853,1,212
tdr0vxp,421,166,4155,2,225
tdr0vxq,421,166,4155,2,225
tdr0vxr,421,166,4155,2,225
tdr0vxs,421,166,4155,2,225
tdr0vxt,421,166,4155,2,225
tdr0vxu,421,166,4155,2,225
tdr0vxv,421,166,4155,2,225
tdr0vxw,421,166,4155,2,225
tdr0vxx,421,166,4155,2,225
tdr0vxy,421,166,4155,2,225
tdr0vxz,421,166,4155,2,225
tdr0vy0,317,166,2853,1,212
tdr0vy1,317,166,2853,1,212
tdr0vy2,317,166,2853,1,212
tdr0vy3,317,166,2853,1,212
tdr0vy4,317,166,2853,1,212
tdr0vy5,317,166,2853,1,212
tdr0vy6,317,166,2853,1,212
tdr0vy7,317,166,2853,1,212
tdr0vy8,317,166,2853,1,212
tdr0vy9,317,166,2853,1,212
tdr0vyb,317,166,2853,1,212
tdr0vyc,421,166,4155,2,225
tdr0vyd,317,166,2853,1,212
tdr0vye,317,166,2853,1,212
tdr0vyf,421,166,4155,2,225
tdr0vyg,421,166,4155,2,225
tdr0vyh,317,166,2853,1,212
tdr0vyj,317,166,2853,1,212
tdr0vyk,317,166,2853,1,212
tdr0vym,317,166,2853,1,212
tdr0vyn,317,166,2853,1,212
tdr0vyp,317,166,2853,1,212
tdr0vyq,317,166,2853,1,212
tdr0vyr,317,166,2853,1,212
tdr0vys,421,166,4155,2,225
tdr0vyt,421,166,4155,2,225
tdr0vyu,421,166,4155,2,225
tdr0vyv,421,166,4155,2,225
tdr0vyw,421,166,4155,2,225
tdr0vyx,421,166,4155,2,225
tdr0vyy,421,166,4155,2,225
tdr0vyz,421,166,4155,2,225
tdr0vz0,421,166,4155,2,225
tdr0vz1,421,166,4155,2,225
tdr0vz2,421,166,4155,2,225
tdr0vz3,421,166,4155,2,225
tdr0vz4,421,166,4155,2,225
tdr0vz5,421,166,4155,2,225
tdr0vz6,421,166,4155,2,225
tdr0vz7,421,166,4155,2,225
tdr0vz8,421,166,4155,2,225
tdr0vz9,421,166,4155,2,225
tdr0vzb,421,166,4155,2,225
tdr0vzc,421,166,4155,2,225
tdr0vzd,421,166,4155,2,225
tdr0vze,421,166,4155,2,225
tdr0vzf,421,166,4155,2,225
tdr0vzg,421,166,4155,2,225
tdr0vzh,421,166,4155,2,225
tdr0vzj,421,166,4155,2,225
tdr0vzk,421,166,4155,2,225
tdr0vzm,421,166,4155,2,225
tdr0vzn,421,166,4155,2,225
tdr0vzp,421,166,4155,2,225
tdr0vzq,421,166,4155,2,225
tdr0vzr,421,166,4155,2,225
tdr0vzs,421,166,4155,2,225
tdr0vzt,421,166,4155,2,225
tdr0vzu,421,166,4155,2,225
tdr0vzv,421,166,4155,2,225
tdr0vzw,421,166,4155,2,225
tdr0vzx,421,166,4155,2,225
tdr0vzy,421,166,4155,2,225
tdr0vzz,421,166,4155,2,225
tdr0yj0,215,0,1995,1,182
tdr0yj1,215,0,1995,1,182
tdr0yj2,215,0,1995,1,182
tdr0yj3,215,0,1995,1,182
tdr0yj4,215,0,1995,1,182
tdr0yj5,215,0,1995,1,182
tdr0yj6,215,0,1995,1,182
tdr0yj7,215,0,1995,1,182
tdr0yj8,215,0,1995,1,182
tdr0yj9,215,0,1995,1,182
tdr0yjb,317,166,2853,1,212
tdr0yjc,215,0,1995,1,182
tdr0yjd,215,0,1995,1,182
tdr0yje,215,0,1995,1,182
tdr0yjf,215,0,1995,1,182
tdr0yjg,215,0,1995,1,182
tdr0yjh,215,0,1995,1,182
tdr0yjj,215,0,1995,1,182
tdr0yjk,215,0,1995,1,182
tdr0yjm,215,0,1995,1,182
tdr0yjn,215,0,1995,1,182
tdr0yjp,215,0,1995,1,182
tdr0yjq,215,0,1995,1,182
tdr0yjr,215,0,1995,1,182
tdr0yjs,215,0,1995,1,182
tdr0yjt,215,0,1995,1,182
tdr0yju,215,0,1995,1,182
tdr0yjv,215,0,1995,1,182
tdr0yjw,215,0,1995,1,182
tdr0yjx,215,0,1995,1,182
tdr0yjy,215,0,1995,1,182
tdr0yjz,215,0,1995,1,182
tdr0ym0,215,0,1995,1,182
tdr0ym1,215,0,1995,1,182
tdr0ym2,215,0,1995,1,182
tdr0ym3,215,0,1995,1,182
tdr0ym4,215,0,1995,1,182
tdr0ym5,215,0,1995,1,182
tdr0ym6,215,0,1995,1,182
tdr0ym7,215,0,1995,1,182
tdr0ym8,215,0,1995,1,182
tdr0ym9,215,0,1995,1,182
